SMILES,E1-CC2,E2-CC2,f1-CC2,f2-CC2,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-PBE0,E2-PBE0,f1-PBE0,f2-PBE0,E1-CAM,E2-CAM,f1-CAM,f2-CAM
[H]OC([H])([H])c1c([H])noc1[H],0.23376966,0.24636153,0.06527318,0.00729611,0.23056979,0.23729277,0.02978808,0.04071463,0.23056979,0.23729277,0.02978808,0.04071463,0.22948851,0.24053903,0.0797,0.0068
[H]C([H])([H])C1(C#N)OC1([H])C#N,0.26320113,0.28128351,0.00422865,0.01158598,0.24916537,0.257627,0.00513652,0.01750168,0.24916537,0.257627,0.00513652,0.01750168,0.25697701,0.26166255,0.021,0.0243
[H]N1C([H])([H])C1([H])C1(C([H])([H])[H])N([H])C1([H])[H],0.25620514,0.26007855,0.01341428,0.00319295,0.25723411,0.26526253,0.00685726,0.00273706,0.25723411,0.26526253,0.00685726,0.00273706,0.25501092,0.25918564,0.0108,0.0046
[H]C1=NC2(C#N)C([H])([H])C2([H])N1[H],0.22588409,0.23491318,0.03506264,0.03012607,0.22162362,0.22915349,0.01256328,0.02889699,0.22162362,0.22915349,0.01256328,0.02889699,0.22514474,0.23096584,0.0125,0.0484
[H]C([H])([H])N(C([H])([H])[H])C1([H])C(=O)OC1([H])[H],0.19849926,0.24046714,0.00319607,0.00736081,0.18453642,0.23689208,0.00438776,0.00047448,0.18453642,0.23689208,0.00438776,0.00047448,0.19365792,0.24039204,0.0025,0.0018
[H]C12OC3([H])C1([H])N1C2([H])C13[H],0.24436852,0.24826519,0.03181306,0.00133382,0.26436277,0.2714274,0.01524192,0.00164852,0.26436277,0.2714274,0.01524192,0.00164852,0.25704316,0.26475316,0.0272,0.0008
[H]N(C(C(=O)[O-])=[N+]([H])[H])C([H])([H])C([H])([H])[H],0.16444128,0.16613778,0.00000167,0.00008647,0.15517461,0.1563248,0.00033849,0.00011114,0.15517461,0.1563248,0.00033849,0.00011114,0.16867205,0.1730048,0.0001,0
[H]C#CC([H])(C([H])=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.16210717,0.25749331,0.00138701,0.00405101,0.15505067,0.21595952,0.00222544,0.00387162,0.15505067,0.21595952,0.00222544,0.00387162,0.15664032,0.2277025,0.0014,0.0026
[H]N([H])C(=O)C1(C#N)N([H])C1([H])[H],0.21944848,0.25493854,0.00160629,0.05590946,0.21793415,0.23612631,0.00201478,0.04437955,0.21793415,0.23612631,0.00201478,0.04437955,0.21831672,0.24751406,0.0012,0.0537
[H]N=C1OC2([H])C1([H])N([H])C([H])([H])C2([H])[H],0.2298681,0.24725776,0.00994253,0.01109843,0.22126312,0.24019725,0.00216101,0.01041439,0.22126312,0.24019725,0.00216101,0.01041439,0.22713288,0.24142837,0.0055,0.0099
[H]OC1([H])C([H])([H])C([H])([H])C([H])([H])C2([H])N([H])C12[H],0.25275989,0.27844383,0.00266979,0.02026825,0.26075133,0.28923293,0.00394891,0.01066608,0.26075133,0.28923293,0.00394891,0.01066608,0.2547206,0.28070605,0.0016,0.0129
[H]ON=C(C([H])([H])OC([H])([H])[H])C([H])([H])C([H])([H])[H],0.22477099,0.24727594,0.00371674,0.11045175,0.21406068,0.2299956,0.00361521,0.00211469,0.21406068,0.2299956,0.00361521,0.00211469,0.22005496,0.24688197,0.0024,0.0092
[H]C(=O)C([H])(C#N)C([H])([H])C([H])([H])[H],0.16496977,0.28117623,0.00023312,0.00342131,0.1600133,0.25620393,0.00022103,0.00400227,0.1600133,0.25620393,0.00022103,0.00400227,0.15924218,0.26886541,0.0002,0.001
[H]c1oc(C([H])([H])[H])c([H])c1OC([H])([H])[H],0.22384916,0.25044558,0.09177697,0.0323973,0.22150881,0.25160467,0.12319547,0.12543328,0.22150881,0.25160467,0.12319547,0.12543328,0.21989694,0.24475418,0.1502,0.0239
[H]C([H])([H])C([H])([H])OC(C#N)(C([H])([H])[H])C([H])([H])[H],0.2796518,0.28801352,0.00001164,0.00299302,0.26496568,0.2842183,0.00004487,0.00894083,0.26496568,0.2842183,0.00004487,0.00894083,0.27436679,0.28905549,0,0.0009
[H]C([H])([H])C1([H])C2([H])OC2([H])C1(C([H])([H])[H])C([H])([H])[H],0.27940065,0.28348917,0.01247087,0.0114126,0.2920255,0.29916163,0.00805438,0.0078833,0.2920255,0.29916163,0.00805438,0.0078833,0.29137438,0.29679123,0.0082,0.0066
[H]OC1([H])C2=NC([H])([H])C([H])([H])N2C1([H])[H],0.21591647,0.23787627,0.05910783,0.02660271,0.22048081,0.2336302,0.03080362,0.03548523,0.22048081,0.2336302,0.03080362,0.03548523,0.22229667,0.23477307,0.0447,0.0384
[H]C#CC(=NO[H])C([H])([H])OC([H])([H])[H],0.2093582,0.21754614,0.00217664,0.2459937,0.19260709,0.20212804,0.00125594,0.0541688,0.19260709,0.20212804,0.00125594,0.0541688,0.19910784,0.20604244,0.0007,0.2011
[H]C([H])([H])C1(C([H])([H])[H])OC(=O)OC1([H])[H],0.27113273,0.31234545,0.0001932,0.00950216,0.26113823,0.31897255,0.00006814,0.03210759,0.26113823,0.31897255,0.00006814,0.03210759,0.26090551,0.31758767,0.0001,0.0308
[H]OC1([H])C([H])([H])C([H])([H])C([H])=C([H])C1([H])C([H])([H])[H],0.26511186,0.27308598,0.00253,0.05899444,0.26461084,0.26808719,0.00325319,0.2245325,0.26461084,0.26808719,0.00325319,0.2245325,0.26057844,0.26480094,0.175,0.0019
[H]C([H])([H])c1onnc1C#N,0.21506134,0.24567423,0.1019512,0.22230544,0.20731092,0.21147079,0.00749548,0.10021652,0.20731092,0.21147079,0.00749548,0.10021652,0.21094113,0.21178269,0.0077,0.1078
[H]C([H])([H])C#CC#CC1([H])C([H])([H])C1([H])[H],0.19328609,0.20491993,0.00027593,0.01382254,0.1653372,0.17645695,0.00024218,0.00914722,0.1653372,0.17645695,0.00024218,0.00914722,0.16576151,0.17620199,0.0002,0.0075
[H]C1=C(C#N)C2([H])N(C1([H])[H])C2([H])[H],0.18123786,0.24283514,0.03268311,0.20942016,0.16603512,0.2233257,0.03091622,0.15916982,0.16603512,0.2233257,0.03091622,0.15916982,0.18309249,0.22636849,0.0577,0.1593
[H]ON=C(C#CC([H])=O)C([H])([H])[H],0.14242647,0.19309852,0.00013244,0.00073474,0.12942265,0.16329858,0.00007561,0.00003256,0.12942265,0.16329858,0.00007561,0.00003256,0.13800842,0.16535726,0.0002,0
[H]C1=C([H])C2([H])OC1([H])C2([H])C([H])([H])[H],0.19695591,0.23839569,0.00347879,0.06020843,0.1986787,0.23045371,0.00382933,0.05283398,0.1986787,0.23045371,0.00382933,0.05283398,0.21003709,0.22942971,0.0114,0.0652
[H]C1([H])OC2([H])C([H])([H])OC([H])(C1([H])[H])C2([H])[H],0.26246294,0.27598515,0.00116249,0.00380986,0.27420206,0.28662303,0.00246095,0.00352702,0.27420206,0.28662303,0.00246095,0.00352702,0.27324226,0.28569661,0.0018,0.0033
[H]N([H])C1([H])C([H])(C#N)C1([H])N([H])C([H])([H])[H],0.22770268,0.24067837,0.00601398,0.00732241,0.21519451,0.21982694,0.00474064,0.01856426,0.21519451,0.21982694,0.00474064,0.01856426,0.22665514,0.23603724,0.0034,0.0134
[H]C([H])([H])C(=O)C1([H])C2([H])C([H])([H])C1([H])C2([H])[H],0.16130024,0.25845221,0.00042411,0.02741212,0.1566187,0.26186522,0.00031699,0.02316664,0.1566187,0.26186522,0.00031699,0.02316664,0.15861009,0.27272409,0.0002,0.0379
[H]C([H])([H])C([H])(C#N)C1(C([H])([H])[H])C([H])([H])C1([H])[H],0.29879916,0.30953466,0.00840307,0.0008544,0.28501152,0.29060215,0.00012796,0.00364592,0.28501152,0.29060215,0.00012796,0.00364592,0.28157701,0.29253565,0,0.0056
[H]N1C([H])([H])C(=O)C12C([H])([H])C2([H])C([H])([H])[H],0.16559986,0.19473066,0.00034819,0.03831146,0.1600003,0.18027974,0.00046706,0.02259359,0.1600003,0.18027974,0.00046706,0.02259359,0.16144714,0.19657582,0.0002,0.032
[H]C([H])([H])N1C([H])([H])C1([H])C1([H])OC([H])([H])C1([H])[H],0.25153407,0.2546028,0.01572605,0.01456052,0.25587738,0.26240858,0.01582008,0.02550394,0.25587738,0.26240858,0.01582008,0.02550394,0.25690718,0.26206311,0.0104,0.0168
[H]C(=NC([H])([H])C([H])([H])[H])OC([H])([H])[H],0.22197756,0.27873582,0.00130569,0.01560222,0.21302541,0.26350607,0.00140079,0.31421963,0.21302541,0.26350607,0.00140079,0.31421963,0.21324531,0.25845433,0.001,0.3015
[H]C([H])([H])OC1(C([H])([H])[H])C2([H])C([H])([H])C([H])([H])C21[H],0.26577179,0.28130002,0.00213147,0.04630104,0.27684459,0.29207746,0.00165605,0.01385062,0.27684459,0.29207746,0.00165605,0.01385062,0.27218388,0.28641322,0.0013,0.03
[H]C([H])([H])C1([H])OC([H])([H])C2([H])C([H])([H])C12[H],0.2757913,0.29808997,0.05057036,0.05389715,0.28720374,0.31076118,0.0405021,0.03159798,0.28720374,0.31076118,0.0405021,0.03159798,0.28413843,0.30347225,0.0442,0.0105
[H]OC([H])([H])C1([H])C([H])=C([H])C([H])([H])C([H])([H])C1([H])[H],0.26524692,0.26704006,0.02639654,0.16816908,0.25871743,0.26492453,0.25053068,0.00202725,0.25871743,0.26492453,0.25053068,0.00202725,0.25312935,0.26306637,0.234,0.0021
[H]OC([H])([H])C#CC([H])([H])[H],0.2489747,0.26898392,0.00017689,0.0002475,0.22698796,0.24944549,0.0000611,0.00851462,0.22698796,0.24944549,0.0000611,0.00851462,0.22405696,0.24545977,0,0.0091
[H]N(C(=O)C1([H])C([H])([H])C1([H])[H])C([H])([H])C([H])([H])[H],0.21994805,0.25348947,0.00037238,0.03644965,0.21742454,0.26480319,0.00055308,0.08151029,0.21742454,0.26480319,0.00055308,0.08151029,0.21872831,0.25463975,0.0004,0.0179
[H]C1=C(N([H])[H])C([H])([H])C(=O)C1=O,0.10836568,0.16675213,0.00000114,0.00020529,0.1011403,0.1622685,0.00000595,0.00008395,0.1011403,0.1622685,0.00000595,0.00008395,0.10777107,0.1674483,0,0.0001
[H]C#CC1(C([H])([H])[H])OC1([H])[H],0.25816695,0.26947175,0.01064645,0.02600433,0.23633536,0.25019736,0.00664422,0.00400765,0.23633536,0.25019736,0.00664422,0.00400765,0.23081149,0.24436831,0.0052,0.001
[H]C1=C([H])C2([H])N([H])C1([H])C1([H])OC21[H],0.19058165,0.24663429,0.01100783,0.00936473,0.18316025,0.21784733,0.00844348,0.00887632,0.18316025,0.21784733,0.00844348,0.00887632,0.19561666,0.23619159,0.018,0.0276
[H]ON=C(C([H])([H])O[H])C([H])([H])C([H])([H])O[H],0.21712062,0.2458111,0.0040113,0.18305509,0.20561073,0.2365311,0.00164974,0.04898566,0.20561073,0.2365311,0.00164974,0.04898566,0.21346948,0.24529807,0.0024,0.1648
[H]C([H])([H])Oc1onnc1C([H])([H])[H],0.19624996,0.22713558,0.14250041,0.00700865,0.20228783,0.21379782,0.12674639,0.00837434,0.20228783,0.21379782,0.12674639,0.00837434,0.19716381,0.21434412,0.1277,0.0076
[H]OC1([H])C([H])(C([H])([H])[H])C2([H])OC([H])([H])C12[H],0.24999442,0.2674078,0.00155749,0.00199638,0.26194645,0.2747174,0.00524406,0.00279736,0.26194645,0.2747174,0.00524406,0.00279736,0.25811256,0.2698944,0.0018,0.0023
[H]C#CC1([H])OC([H])([H])OC1=N[H],0.24665053,0.25985798,0.01411258,0.00100502,0.2340602,0.23770103,0.01322916,0.00339609,0.2340602,0.23770103,0.01322916,0.00339609,0.23150238,0.23873464,0.0013,0.011
[H]c1c([H])c([H])c(N([H])C([H])([H])[H])c([H])c1[H],0.17045629,0.20571226,0.03758755,0.30286084,0.17623175,0.20779147,0.0421104,0.22118016,0.17623175,0.20779147,0.0421104,0.22118016,0.17704722,0.20478562,0.0449,0.186
[H]OC([H])([H])C([H])([H])OC1([H])C([H])([H])C([H])([H])C1([H])[H],0.27553845,0.28878311,0.01998334,0.0096163,0.28699839,0.29736214,0.02199577,0.01177979,0.28699839,0.29736214,0.02199577,0.01177979,0.28262436,0.28603837,0.0148,0.0083
[H]N=c1onc([H])c([H])c1N([H])[H],0.16743218,0.19171722,0.22392162,0.00037205,0.16602279,0.1845776,0.16793722,0.00020034,0.16602279,0.1845776,0.16793722,0.00020034,0.16448631,0.1962708,0.2054,0.0002
[H]ON=C(C([H])([H])O[H])C([H])([H])C([H])([H])C([H])([H])[H],0.21936011,0.24987105,0.00294776,0.18910946,0.20768641,0.23850939,0.00082817,0.00291395,0.20768641,0.23850939,0.00082817,0.00291395,0.21578469,0.24965654,0.0016,0.1713
[H]C([H])([H])N1C([H])(C#N)C1([H])C([H])([H])C([H])([H])[H],0.2428673,0.25068156,0.05339585,0.04228152,0.22448905,0.23690907,0.03508326,0.03106581,0.22448905,0.23690907,0.03508326,0.03106581,0.23421448,0.24731561,0.0378,0.0402
[H]Oc1nc([H])c([H])n1C([H])([H])C([H])([H])[H],0.23190596,0.24691225,0.0060446,0.12952484,0.23426615,0.24494932,0.02584639,0.11090448,0.23426615,0.24494932,0.02584639,0.11090448,0.22642362,0.23833407,0.0079,0.1374
[H]OC([H])([H])C([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.26481132,0.31572138,0.00068269,0.00842807,0.27838184,0.31039761,0.00066533,0.00696798,0.27838184,0.31039761,0.00066533,0.00696798,0.26252983,0.31474327,0.0002,0.0095
[H]C(=O)N1C([H])([H])C([H])=C(C([H])([H])[H])C1([H])[H],0.20983403,0.23393305,0.00147514,0.13610566,0.20594627,0.21769629,0.0016808,0.06198063,0.20594627,0.21769629,0.0016808,0.06198063,0.20542873,0.233112,0.0015,0.1512
[H]C#CC(OC([H])=N[H])(C([H])([H])[H])C([H])([H])[H],0.23582527,0.26547693,0.00219934,0.0001849,0.22735573,0.24325316,0.00140184,0.00033434,0.22735573,0.24325316,0.00140184,0.00033434,0.22814349,0.23740064,0.0014,0.0001
[H]C(=O)C([H])(C([H])([H])[H])C([H])([H])C([H])([H])C#N,0.16117657,0.28388246,0.00027192,0.02461415,0.15529571,0.27448628,0.00032868,0.01408615,0.15529571,0.27448628,0.00032868,0.01408615,0.15597149,0.28100739,0.0002,0.0002
[H]C1([H])OC(=O)OC1([H])[H],0.27202666,0.30604542,0.00024261,0.01108708,0.26163053,0.31903953,0.00009718,0.01845285,0.26163053,0.31903953,0.00009718,0.01845285,0.2612142,0.30688259,0.0001,0.0001
[H]N(c1nn([H])nc1C([H])([H])[H])C([H])([H])[H],0.20112652,0.21549101,0.09190258,0.00849658,0.20382513,0.2277293,0.09308672,0.00609459,0.20382513,0.2277293,0.09308672,0.00609459,0.20673333,0.2152114,0.1047,0.0187
[H]C(=O)n1nnn([H])c1=O,0.18191689,0.20150862,0.00056371,0.00706537,0.17151098,0.18740979,0.00056357,0.00616534,0.17151098,0.18740979,0.00056357,0.00616534,0.17614687,0.19777384,0.001,0.0069
[H]C([H])([H])c1nonc1C([H])([H])C([H])([H])[H],0.22704796,0.2319732,0.00004327,0.07828623,0.21721788,0.24314393,0.00001035,0.08626887,0.21721788,0.24314393,0.00001035,0.08626887,0.22152493,0.24098003,0,0.1085
[H]C([H])([H])C(=O)C(=O)C([H])(C([H])([H])[H])C([H])([H])[H],0.10690125,0.17577701,0.00018519,0.00026494,0.09901695,0.16773052,0.00009234,0.00028032,0.09901695,0.16773052,0.00009234,0.00028032,0.10469883,0.1718619,0.0002,0.0002
[H]OC1([H])C([H])([H])C2([H])N([H])C12[H],0.24897433,0.27928341,0.00593191,0.01173394,0.25789759,0.28740567,0.0030913,0.01392325,0.25789759,0.28740567,0.0030913,0.01392325,0.24867901,0.28119481,0.0053,0.01
[H]OC([H])([H])c1nnnnc1[H],0.11911129,0.13072929,0.00535581,0.00001917,0.11310531,0.12552274,0.00573084,0.00003402,0.11310531,0.12552274,0.00573084,0.00003402,0.12353653,0.13742043,0.006,0
[H]C([H])([H])C([H])(N1C(=O)C([H])([H])C1([H])[H])C([H])([H])[H],0.22369309,0.25199445,0.00214347,0.01396456,0.21785737,0.26474614,0.00173867,0.1204733,0.21785737,0.26474614,0.00173867,0.1204733,0.21806315,0.25831836,0.0014,0.006
[H]N([H])c1noc(C([H])([H])N([H])[H])n1,0.22215311,0.23542443,0.05303678,0.00395951,0.21233141,0.2186886,0.00025064,0.03926955,0.21233141,0.2186886,0.00025064,0.03926955,0.22847791,0.23350889,0.0563,0.0019
[H]c1nc2c([H])n([H])c([H])c2o1,0.19832761,0.21961872,0.08991921,0.21831913,0.19222202,0.22062664,0.0883207,0.20621381,0.19222202,0.22062664,0.0883207,0.20621381,0.19766727,0.21814032,0.1357,0
[H]OC([H])([H])C1([H])C([H])([H])OC2([H])C([H])([H])C21[H],0.25939403,0.26456047,0.0052594,0.00169211,0.26482217,0.27304629,0.00283177,0.00339127,0.26482217,0.27304629,0.00283177,0.00339127,0.26403288,0.26588137,0.0003,0.0035
[H]C([H])([H])C1([H])C([H])([H])C2(C#N)C([H])([H])C12[H],0.26729085,0.28298511,0.03452964,0.10264075,0.24738894,0.26601734,0.00904902,0.06052982,0.24738894,0.26601734,0.00904902,0.06052982,0.2464226,0.26428645,0.0112,0.0624
[H]OC1([H])C([H])=C([H])C([H])([H])C([H])(C([H])([H])[H])C1([H])[H],0.24785134,0.27358858,0.05293449,0.13353473,0.23488642,0.26179354,0.03942621,0.16471362,0.23488642,0.26179354,0.03942621,0.16471362,0.24397877,0.26146778,0.1124,0.12
[H]C#CC1([H])C([H])([H])C1([H])OC([H])=N[H],0.23639636,0.25237824,0.00159298,0.00340207,0.22780371,0.23201421,0.00123171,0.00096749,0.22780371,0.23201421,0.00123171,0.00096749,0.22809204,0.2287425,0.0012,0.0007
[H]OC([H])([H])C([H])([H])N1C([H])([H])C1([H])[H],0.2712354,0.28467917,0.0471406,0.02388892,0.28192293,0.29632973,0.04705585,0.00291747,0.28192293,0.29632973,0.04705585,0.00291747,0.27720016,0.28748262,0.0235,0.028
[H]N=c1nc([H])onc1F,0.20612584,0.22076894,0.0506323,0.31377484,0.17614937,0.19164723,0.00170975,0.00171904,0.17614937,0.19164723,0.00170975,0.00171904,0.18495568,0.20120256,0.0013,0.0008
[H]N1C(=O)N([H])C([H])(C([H])([H])[H])C([H])([H])C1([H])[H],0.24322045,0.25176168,0.01981226,0.00370493,0.24321266,0.25652507,0.00545176,0.01518572,0.24321266,0.25652507,0.00545176,0.01518572,0.24436464,0.25182108,0.0084,0.0056
[H]C([H])([H])C([H])(C([H])([H])C#N)C1([H])OC1([H])[H],0.2940443,0.31524406,0.02187951,0.00022283,0.28586211,0.29460506,0.0000978,0.00266283,0.28586211,0.29460506,0.0000978,0.00266283,0.28137488,0.29367121,0.0001,0.0068
[H]c1oc2nnc([H])n2c1[H],0.21724631,0.24935719,0.09742314,0.11290184,0.20481331,0.2094472,0.00269303,0.0560897,0.20481331,0.2094472,0.00269303,0.0560897,0.21865481,0.22482135,0.1051,0.005
[H]N=C([H])Oc1nc([H])n([H])n1,0.23253861,0.23441649,0.00937579,0.06900657,0.22148946,0.23157247,0.00344735,0.09769045,0.22148946,0.23157247,0.00344735,0.09769045,0.22449795,0.23591597,0.0027,0.108
[H]OC([H])([H])C([H])([H])C(=O)C([H])([H])C([H])([H])[H],0.17134781,0.2550559,0.00000293,0.01608969,0.16707814,0.23648015,0.0000029,0.00070345,0.16707814,0.23648015,0.0000029,0.00070345,0.16745933,0.26501041,0,0.0002
[H]Oc1nc([H])n(C([H])=O)n1,0.18372519,0.19976023,0.00169443,0.22629257,0.17399559,0.19076841,0.00157013,0.14635349,0.17399559,0.19076841,0.00157013,0.14635349,0.17960865,0.20118418,0.0014,0.1925
[H]C#Cc1nc(C([H])([H])[H])c([H])n1[H],0.2005769,0.2296859,0.36741857,0.00000858,0.19502544,0.20814842,0.38042371,0.00009636,0.19502544,0.20814842,0.38042371,0.00009636,0.19246357,0.21017307,0.3772,0
[H]OC1([H])C([H])([H])C2([H])C([H])([H])C12C([H])=O,0.1590734,0.23737468,0.00051475,0.25340431,0.15546022,0.22484429,0.00053059,0.07768437,0.15546022,0.22484429,0.00053059,0.07768437,0.15643453,0.23382861,0.0005,0.2293
[H]C([H])([H])C([H])([H])C1(C([H])([H])[H])OC([H])([H])C1([H])C([H])([H])[H],0.26003101,0.26719307,0.00299737,0.00311535,0.27320884,0.28308077,0.00158033,0.00193337,0.27320884,0.28308077,0.00158033,0.00193337,0.27277922,0.27972484,0.0021,0.0022
[H]C#CC([H])([H])C([H])([H])C#N,0.26975436,0.28295688,0.00009869,0.00628684,0.24668961,0.25855281,0.00020333,0.00493719,0.24668961,0.25855281,0.00020333,0.00493719,0.24082935,0.25144991,0.0001,0.0028
[H]C1([H])OC([H])([H])C2(O1)C([H])([H])C2([H])C([H])([H])[H],0.27394324,0.27849493,0.0120867,0.00576705,0.28335859,0.28633353,0.00263194,0.00217006,0.28335859,0.28633353,0.00263194,0.00217006,0.28060315,0.28151086,0.0087,0.0023
[H]C1([H])OC2([H])C([H])(N3C([H])([H])C3([H])[H])C12[H],0.23179205,0.2477345,0.00853483,0.01098812,0.24079159,0.25575735,0.00351894,0.01409533,0.24079159,0.25575735,0.00351894,0.01409533,0.23942185,0.2531367,0.0045,0.0084
[H]C(=O)N([H])C([H])([H])C(=O)N([H])C([H])([H])[H],0.21615276,0.22695149,0.00137555,0.00041671,0.21074696,0.22367073,0.00159407,0.00105638,0.21074696,0.22367073,0.00159407,0.00105638,0.21041929,0.22400919,0.0015,0.0004
[H]N=C(N([H])C(=O)N([H])[H])C([H])([H])O[H],0.23468232,0.24231286,0.00286646,0.00472382,0.2258531,0.23351799,0.00168214,0.00045494,0.2258531,0.23351799,0.00168214,0.00045494,0.22933049,0.23804008,0.002,0.0016
[H]N([H])C(=O)N([H])C(=O)N([H])C([H])([H])[H],0.22645036,0.23911527,0.00032798,0.01252049,0.2190293,0.23310924,0.00006447,0.00597436,0.2190293,0.23310924,0.00006447,0.00597436,0.22121624,0.23425122,0.0001,0.0057
[H]OC([H])([H])C12OC1([H])C([H])([H])C2([H])[H],0.27827354,0.28072224,0.00549074,0.05719608,0.28661919,0.29070585,0.01245007,0.04651516,0.28661919,0.29070585,0.01245007,0.04651516,0.27812992,0.28685788,0.0035,0.0591
[H]C(=O)N([H])C([H])([H])C([H])([H])C([H])([H])C([H])=O,0.16291013,0.21500747,0.00035527,0.00116529,0.157182,0.20971493,0.00042184,0.00153326,0.157182,0.20971493,0.00042184,0.00153326,0.15747086,0.2097578,0.0002,0.0013
[H]OC1([H])C([H])([H])OC1(C([H])([H])[H])C([H])([H])C([H])([H])[H],0.25433461,0.26072899,0.00143833,0.00366104,0.26741759,0.27513454,0.00185917,0.00171549,0.26741759,0.27513454,0.00185917,0.00171549,0.25816034,0.26798711,0.0019,0.002
[H]C(=O)C1([H])C2([H])OC1([H])C([H])=C2[H],0.15038046,0.19067355,0.00059528,0.00325022,0.14229718,0.18425862,0.00061015,0.00428518,0.14229718,0.18425862,0.00061015,0.00428518,0.14661143,0.20095634,0.0008,0.0073
[H]C([H])([H])OC1([H])C2([H])OC(=O)C21[H],0.22432912,0.24180128,0.00098776,0.01765007,0.21711744,0.23413696,0.00143028,0.0106816,0.21711744,0.23413696,0.00143028,0.0106816,0.21823954,0.24357453,0.0012,0.0081
[H]OC1([H])C2([H])N=C(N([H])[H])OC21[H],0.23462933,0.24570179,0.00808277,0.06814215,0.24098032,0.2471214,0.03558454,0.0021645,0.24098032,0.2471214,0.03558454,0.0021645,0.23624304,0.24552592,0.0056,0.0806
[H]C1([H])C2([H])C([H])([H])C1([H])C1(C([H])([H])C1([H])[H])C2([H])[H],0.29309572,0.30319461,0.01724947,0.01435889,0.30525556,0.31346005,0.00817494,0.00388898,0.30525556,0.31346005,0.00817494,0.00388898,0.29446132,0.30444244,0.0158,0.0036
[H]C1=C([H])C2([H])C([H])([H])C(C([H])([H])[H])(C1([H])[H])C2([H])[H],0.25580203,0.2697003,0.14451907,0.00547697,0.24865049,0.26640471,0.15028692,0.00196381,0.24865049,0.26640471,0.15028692,0.00196381,0.2425235,0.26330892,0.1491,0.0047
[H]OC([H])(C([H])([H])[H])C1([H])C([H])([H])C([H])([H])C1([H])[H],0.26678928,0.31599789,0.00636674,0.0160868,0.27845078,0.31576872,0.00349431,0.00148653,0.27845078,0.31576872,0.00349431,0.00148653,0.26627091,0.31416263,0.004,0.0161
[H]N1C(C([H])([H])[H])=NC([H])([H])C1=NC([H])([H])[H],0.20976855,0.21482715,0.00478292,0.25612074,0.19882961,0.21239981,0.0036834,0.20917294,0.19882961,0.21239981,0.0036834,0.20917294,0.20844952,0.2152555,0.0039,0.2298
[H]OC12C([H])([H])C3([H])C([H])([H])C3([H])C1([H])C2([H])[H],0.26891346,0.27210444,0.02123194,0.02372586,0.2783955,0.28396186,0.00114105,0.04889523,0.2783955,0.28396186,0.00114105,0.04889523,0.27023984,0.27281229,0.0045,0.0333
[H]C1=C(C([H])([H])[H])C([H])([H])C2([H])C1([H])C2([H])C([H])([H])[H],0.23845712,0.24909819,0.18358683,0.00830895,0.2295761,0.25432988,0.20715731,0.00438666,0.2295761,0.25432988,0.20715731,0.00438666,0.22775394,0.24498203,0.196,0.0027
[H]C1=C(C#N)C([H])([H])C2([H])C([H])([H])C12[H],0.21473522,0.24679981,0.29001218,0.01916505,0.20092804,0.2276326,0.26292404,0.01518982,0.20092804,0.2276326,0.26292404,0.01518982,0.20139365,0.23757336,0.2734,0.0055
[H]OC([H])(C([H])([H])C([H])([H])[H])C([H])(C#N)C([H])([H])[H],0.27224925,0.30909093,0.0052692,0.00619795,0.27806758,0.28313605,0.00302867,0.00038052,0.27806758,0.28313605,0.00302867,0.00038052,0.27316141,0.28015848,0.0013,0.0002
[H]C([H])([H])C#CC([H])([H])C1([H])C([H])([H])OC1([H])[H],0.25845672,0.26913353,0.00037714,0.01181727,0.24316637,0.25323018,0.00000781,0.00331018,0.24316637,0.25323018,0.00000781,0.00331018,0.24119685,0.25002404,0,0.0017
[H]C([H])([H])OC([H])([H])C(OC([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],0.27162637,0.27467177,0.02402057,0.00856947,0.28347888,0.28714436,0.01182712,0.02797045,0.28347888,0.28714436,0.01182712,0.02797045,0.27760073,0.28316458,0.0335,0.0004
[H]OC([H])([H])C([H])(N([H])C([H])=O)C([H])([H])[H],0.21674416,0.26624173,0.00109812,0.19823458,0.21281934,0.27335848,0.00130833,0.09870838,0.21281934,0.27335848,0.00130833,0.09870838,0.21167244,0.26892421,0.0012,0.0007
[H]N=C([H])N([H])c1onnc1[H],0.19555495,0.21824764,0.29866257,0.00000531,0.19452507,0.201337,0.28311475,0.00001416,0.19452507,0.201337,0.28311475,0.00001416,0.19382697,0.20932783,0.2752,0.0002
[H]C([H])([H])N1C([H])([H])C1([H])C([H])([H])C#N,0.2530396,0.27474534,0.02454754,0.0134933,0.24349852,0.25345489,0.00863382,0.00334388,0.24349852,0.25345489,0.00863382,0.00334388,0.25816034,0.27340028,0.018,0.0122
[H]OC([H])([H])C([H])(C#N)C([H])=O,0.16337086,0.2698316,0.00022857,0.00221243,0.15786448,0.21847497,0.00026763,0.00300924,0.15786448,0.21847497,0.00026763,0.00300924,0.15770238,0.25150136,0.0002,0.0052
[H]C1=C([H])C([H])([H])OC([H])([H])C(C([H])([H])[H])=C1[H],0.18984847,0.21306431,0.16561723,0.15833809,0.17799119,0.20102285,0.18046978,0.1286446,0.17799119,0.20102285,0.18046978,0.1286446,0.18144612,0.21368998,0.2465,0.0437
